Route,Type,Time
50,Send,10/13/22 1:14 PM
8010,Send,10/13/22 1:14 PM
8060,Send,10/13/22 1:27 PM
51,Send,10/12/22 2:30 PM
47,Send,10/12/22 2:38 PM
12,Send,10/12/22 6:38 PM
6,Send,10/13/22 2:24 PM
56,Send,10/13/22 2:28 PM
51,Send,10/13/22 4:51 PM
8010,Send,11/30/22 2:46 PM
51,Send,11/30/22 2:51 PM
8010,Send,7/12/22 11:32 AM
8010,Send,7/12/22 12:06 PM
52,Send,7/12/22 12:19 PM
50,Send,7/12/22 12:31 PM
8040,Send,7/12/22 12:38 PM
51,Send,7/12/22 12:47 PM
51,Send,7/12/22 12:48 PM
50,Send,7/12/22 12:53 PM
8060,Send,7/12/22 2:42 PM
6,Send,7/12/22 2:55 PM
56,Send,7/12/22 3:16 PM
47,Send,7/12/22 3:21 PM
12,Send,7/12/22 5:30 PM
51,Send,7/22/22 10:56 AM
52,Send,7/22/22 11:59 AM
50,Send,7/22/22 12:30 PM
8010,Send,7/22/22 12:32 PM
6,Send,7/22/22 1:19 PM
47,Send,7/22/22 2:08 PM
56,Send,7/22/22 4:08 PM
8040,Send,7/22/22 11:30 AM
12,Send,7/22/22 12:42 PM
51,Send,7/5/22 1:54 PM
56,Send,7/5/22 5:19 PM
51,Send,7/1/22 11:17 AM
51,Send,7/1/22 11:18 AM
52,Send,7/1/22 11:33 AM
12,Send,7/1/22 1:28 PM
6,Send,7/1/22 2:20 PM
8040,Send,7/1/22 1:17 PM
8010,Send,7/1/22 2:52 PM
50,Send,7/1/22 12:16 PM
56,Send,7/1/22 3:42 PM
47,Send,7/1/22 1:50 PM
50,Send,7/7/22 12:20 PM
47,Send,7/7/22 1:58 PM
8060,Send,7/7/22 2:02 PM
8010,Send,7/7/22 1:46 PM
51,Send,7/7/22 1:51 PM
52,Send,7/7/22 11:11 AM
12,Send,7/7/22 3:53 PM
50,Send,7/8/22 5:43 AM
6,Send,7/7/22 2:51 PM
8040,Send,7/7/22 3:20 PM
56,Send,7/7/22 6:31 PM
52,Send,7/8/22 8:21 AM
8010,Send,7/8/22 1:12 PM
47,Send,7/8/22 1:12 PM
51,Send,7/8/22 3:37 PM
6,Send,7/8/22 3:14 PM
12,Send,7/8/22 10:30 AM
50,Send,7/8/22 2:55 PM
56,Send,7/8/22 5:56 PM
51,Send,7/9/22 10:54 AM
8010,Send,7/9/22 11:02 AM
6,Send,7/9/22 12:59 PM
47,Send,7/9/22 1:05 PM
56,Send,7/9/22 4:25 PM
50,Send,7/11/22 12:01 PM
8040,Send,7/11/22 1:06 PM
52,Send,7/11/22 12:28 PM
6,Send,7/11/22 3:49 PM
8010,Send,7/11/22 12:52 PM
51,Send,7/11/22 12:41 PM
12,Send,7/11/22 5:44 PM
8010,Send,8/8/22 12:29 PM
50,Send,8/8/22 12:33 PM
8040,Send,8/8/22 3:23 PM
51,Send,8/8/22 12:13 PM
52,Send,8/8/22 1:07 PM
6,Send,8/8/22 1:25 PM
8040,Send,8/8/22 2:37 PM
47,Send,8/8/22 4:21 PM
56,Send,8/8/22 3:45 PM
12,Send,8/8/22 4:55 PM
8010,Send,8/9/22 11:18 AM
51,Send,8/9/22 11:22 AM
6,Send,8/9/22 1:52 PM
12,Send,8/9/22 2:17 PM
8040,Send,7/21/22 12:46 PM
6,Send,7/21/22 2:50 PM
51,Send,7/21/22 3:35 PM
12,Send,7/21/22 3:47 PM
8060,Send,7/21/22 12:26 PM
8010,Send,7/21/22 12:27 PM
52,Send,7/21/22 4:40 PM
56,Send,7/21/22 4:50 PM
50,Send,7/25/22 12:04 PM
51,Send,7/25/22 12:24 PM
52,Send,7/25/22 12:25 PM
50,Send,7/21/22 1:50 PM
47,Send,7/21/22 1:53 PM
56,Send,11/14/22 7:57 AM
52,Send,11/14/22 11:15 AM
51,Send,11/14/22 11:26 AM
8010,Send,11/14/22 12:09 PM
50,Send,11/14/22 6:18 AM
8040,Send,9/21/22 1:25 PM
56,Send,9/21/22 3:23 PM
12,Send,9/21/22 4:22 PM
6,Send,9/21/22 4:30 PM
8010,Send,9/21/22 1:09 PM
56,Send,9/21/22 3:39 PM
56,Send,9/21/22 3:40 PM
51,Send,9/21/22 12:47 PM
50,Send,9/21/22 2:20 PM
50,Send,9/21/22 2:20 PM
52,Send,9/21/22 2:28 PM
47,Send,9/21/22 2:29 PM
52,Send,11/8/22 12:03 PM
50,Send,11/8/22 6:04 AM
50,Send,11/8/22 6:04 AM
6,Send,11/8/22 3:50 PM
6,Send,11/8/22 3:50 PM
6,Send,11/8/22 3:51 PM
47,Send,11/8/22 4:36 PM
8060,Send,11/8/22 4:37 PM
51,Send,11/8/22 4:01 PM
56,Send,11/8/22 4:22 PM
8040,Send,9/22/22 4:04 PM
8060,Send,9/22/22 4:37 PM
51,Send,9/23/22 10:21 AM
8010,Send,9/23/22 1:01 PM
50,Send,9/23/22 2:32 PM
56,Send,9/23/22 2:37 PM
8040,Send,9/23/22 11:26 AM
52,Send,9/23/22 11:38 AM
6,Send,9/23/22 1:55 PM
6,Send,9/23/22 1:55 PM
47,Send,9/23/22 1:57 PM
50,Send,9/26/22 12:23 PM
12,Send,9/23/22 3:44 PM
8010,Send,9/26/22 12:32 PM
56,Send,9/26/22 3:26 PM
12,Send,9/26/22 3:37 PM
51,Send,9/26/22 12:09 PM
52,Send,9/26/22 1:57 PM
6,Send,9/26/22 2:15 PM
6,Send,9/26/22 2:16 PM
47,Send,9/26/22 2:26 PM
8040,Send,9/26/22 2:50 PM
50,Send,9/27/22 1:17 PM
8060,Send,9/27/22 1:21 PM
51,Send,9/27/22 2:15 PM
12,Send,9/27/22 2:27 PM
6,Send,9/27/22 2:30 PM
8010,Send,10/4/22 12:28 PM
52,Send,10/4/22 12:29 PM
8040,Send,10/3/22 4:16 PM
47,Send,10/3/22 4:17 PM
50,Send,10/4/22 12:40 PM
8060,Send,10/4/22 12:43 PM
12,Send,10/4/22 1:09 PM
56,Send,10/4/22 3:48 PM
47,Send,10/4/22 3:16 PM
8010,Send,10/5/22 11:59 AM
47,Send,10/5/22 1:54 PM
8040,Send,10/5/22 1:55 PM
8040,Send,10/5/22 1:58 PM
8040,Send,9/27/22 12:34 PM
8010,Send,9/27/22 12:51 PM
52,Send,9/27/22 12:25 PM
56,Send,9/27/22 3:11 PM
47,Send,9/27/22 3:40 PM
52,Send,9/28/22 12:06 PM
8010,Send,9/28/22 12:29 PM
51,Send,9/28/22 12:33 PM
56,Send,11/23/22 3:11 PM
8010,Send,11/28/22 12:30 PM
52,Send,11/28/22 2:08 PM
50,Send,11/28/22 6:11 AM
50,Send,11/28/22 11:34 AM
51,Send,11/28/22 12:51 PM
6,Send,11/28/22 1:39 PM
8040,Send,11/28/22 3:43 PM
12,Send,11/28/22 3:50 PM
56,Send,11/28/22 6:13 PM
50,Send,11/10/22 1:04 PM
6,Send,11/10/22 2:45 PM
8040,Send,11/10/22 1:56 PM
12,Send,11/10/22 2:14 PM
51,Send,11/10/22 2:14 PM
8060,Send,11/10/22 3:01 PM
47,Send,11/10/22 4:18 PM
50,Send,11/11/22 6:09 AM
12,Send,11/11/22 11:53 AM
8010,Send,11/11/22 1:11 PM
50,Send,9/28/22 1:15 PM
47,Send,9/28/22 2:43 PM
6,Send,9/28/22 3:26 PM
8040,Send,9/28/22 4:26 PM
12,Send,9/28/22 3:36 PM
56,Send,9/28/22 4:13 PM
50,Send,8/15/22 12:56 PM
52,Send,8/15/22 12:59 PM
8040,Send,8/15/22 1:57 PM
56,Send,8/15/22 8:20 AM
47,Send,8/15/22 3:12 PM
12,Send,8/15/22 4:26 PM
6,Send,8/15/22 4:30 PM
8010,Send,8/15/22 12:09 PM
8040,Send,8/15/22 2:04 PM
56,Send,8/15/22 5:05 PM
56,Send,8/15/22 5:05 PM
51,Send,8/15/22 5:57 PM
8010,Send,8/16/22 12:27 PM
52,Send,8/16/22 12:32 PM
51,Send,8/16/22 12:33 PM
50,Send,8/16/22 1:30 PM
47,Send,8/2/22 4:33 PM
50,Send,8/3/22 6:28 AM
52,Send,8/3/22 11:26 AM
50,Send,8/3/22 11:34 AM
12,Send,8/3/22 3:52 PM
56,Send,8/3/22 4:58 PM
56,Send,8/4/22 8:46 AM
52,Send,8/4/22 11:02 AM
8010,Send,8/4/22 12:14 PM
8040,Send,8/2/22 11:48 AM
8040,Send,8/2/22 12:34 PM
50,Send,8/2/22 1:16 PM
8060,Send,8/2/22 2:02 PM
51,Send,8/2/22 2:10 PM
8010,Send,8/2/22 12:07 PM
52,Send,8/2/22 12:28 PM
6,Send,8/2/22 2:26 PM
12,Send,8/2/22 3:06 PM
56,Send,8/2/22 3:49 PM
8010,Send,8/3/22 12:57 PM
51,Send,8/3/22 1:37 PM
6,Send,8/3/22 1:59 PM
47,Send,8/3/22 2:31 PM
50,Send,8/3/22 12:03 PM
8040,Send,8/3/22 3:19 PM
8060,Send,8/4/22 11:47 AM
8060,Send,8/4/22 12:00 PM
6,Send,8/4/22 1:41 PM
50,Send,8/4/22 1:45 PM
12,Send,8/4/22 3:34 PM
56,Send,8/4/22 3:59 PM
8040,Send,8/4/22 1:56 PM
47,Send,8/4/22 2:00 PM
51,Send,8/4/22 4:47 PM
52,Send,8/5/22 11:20 AM
50,Send,8/5/22 11:36 AM
51,Send,8/5/22 11:37 AM
56,Send,8/5/22 3:03 PM
47,Send,8/5/22 1:29 PM
56,Send,8/12/22 4:17 PM
8040,Send,8/16/22 11:52 AM
8060,Send,8/16/22 2:23 PM
12,Send,8/16/22 3:19 PM
52,Send,8/9/22 12:19 PM
8060,Send,8/9/22 1:05 PM
50,Send,8/9/22 1:23 PM
47,Send,8/9/22 3:54 PM
8040,Send,8/9/22 2:57 PM
56,Send,8/9/22 4:56 PM
8010,Send,8/10/22 12:39 PM
50,Send,8/10/22 12:41 PM
51,Send,8/10/22 12:48 PM
52,Send,8/10/22 1:18 PM
6,Send,8/10/22 2:07 PM
47,Send,8/10/22 2:20 PM
12,Send,8/10/22 3:09 PM
8040,Send,8/10/22 3:20 PM
8040,Send,8/10/22 3:21 PM
56,Send,8/10/22 5:12 PM
12,Send,8/11/22 8:39 AM
8060,Send,8/11/22 10:59 AM
47,Send,8/11/22 2:16 PM
47,Send,8/11/22 2:19 PM
50,Send,8/11/22 1:16 PM
52,Send,8/11/22 10:28 AM
8010,Send,8/11/22 12:53 PM
8040,Send,8/11/22 2:27 PM
6,Send,8/11/22 3:07 PM
56,Send,8/11/22 3:10 PM
8010,Send,9/19/22 12:51 PM
50,Send,9/19/22 12:53 PM
51,Send,9/19/22 12:55 PM
6,Send,9/19/22 2:18 PM
47,Send,9/19/22 4:25 PM
8010,Send,9/20/22 1:20 PM
51,Send,9/20/22 2:00 PM
8040,Send,9/20/22 2:17 PM
12,Send,9/20/22 2:36 PM
47,Send,9/20/22 3:20 PM
52,Send,9/20/22 3:41 PM
8060,Send,9/20/22 4:15 PM
56,Send,9/20/22 4:20 PM
56,Send,9/8/22 5:03 PM
56,Send,9/8/22 5:09 PM
56,Send,9/8/22 5:09 PM
12,Send,10/13/22 3:34 PM
47,Send,10/13/22 3:36 PM
47,Send,10/18/22 3:35 PM
51,Send,10/19/22 1:09 PM
50,Send,10/19/22 11:42 AM
52,Send,10/19/22 12:10 PM
8010,Send,10/19/22 12:27 PM
8040,Send,10/19/22 1:32 PM
8040,Send,10/19/22 2:08 PM
47,Send,10/19/22 3:43 PM
56,Send,10/19/22 4:30 PM
6,Send,10/19/22 4:31 PM
12,Send,10/19/22 4:35 PM
12,Send,10/19/22 4:39 PM
50,Send,10/20/22 6:17 AM
51,Send,10/19/22 1:43 PM
8010,Send,10/20/22 12:11 PM
56,Send,10/20/22 12:14 PM
12,Send,10/7/22 11:33 AM
50,Send,10/7/22 12:35 PM
6,Send,10/7/22 12:44 PM
8010,Send,10/7/22 12:51 PM
47,Send,10/7/22 1:50 PM
52,Send,10/7/22 11:03 AM
8040,Send,10/7/22 1:21 PM
56,Send,10/7/22 3:01 PM
8010,Send,10/10/22 12:45 PM
50,Send,10/10/22 12:54 PM
51,Send,10/10/22 1:17 PM
8040,Send,10/10/22 2:27 PM
6,Send,10/10/22 2:27 PM
12,Send,10/10/22 3:05 PM
47,Send,10/10/22 3:35 PM
52,Send,10/10/22 1:46 PM
56,Send,10/10/22 4:24 PM
8040,Send,10/11/22 11:56 AM
52,Send,10/11/22 12:25 PM
8010,Send,10/11/22 12:25 PM
50,Send,10/11/22 1:25 PM
50,Send,10/11/22 1:26 PM
8060,Send,10/11/22 1:55 PM
6,Send,10/11/22 2:02 PM
6,Send,10/11/22 2:02 PM
47,Send,10/11/22 5:05 PM
50,Send,10/17/22 12:13 PM
50,Send,10/17/22 11:47 AM
52,Send,10/17/22 12:40 PM
8010,Send,10/17/22 12:59 PM
8040,Send,10/17/22 2:41 PM
6,Send,10/17/22 2:41 PM
51,Send,10/17/22 2:52 PM
12,Send,10/17/22 4:05 PM
47,Send,10/17/22 4:12 PM
56,Send,10/17/22 3:25 PM
8040,Send,10/14/22 11:12 AM
52,Send,10/14/22 11:25 AM
12,Send,10/14/22 12:27 PM
8010,Send,10/14/22 12:56 PM
6,Send,10/14/22 1:34 PM
8010,Send,10/14/22 1:38 PM
51,Send,10/14/22 2:13 PM
47,Send,10/14/22 3:06 PM
56,Send,10/14/22 2:45 PM
50,Send,10/18/22 6:14 AM
50,Send,10/18/22 1:22 PM
52,Send,10/18/22 10:30 AM
52,Send,10/18/22 10:33 AM
8060,Send,10/18/22 1:47 PM
56,Send,10/18/22 4:02 PM
8040,Send,10/18/22 1:16 PM
8060,Send,10/18/22 12:30 PM
8010,Send,10/18/22 12:36 PM
6,Send,10/18/22 2:58 PM
51,Send,10/18/22 5:37 PM
12,Send,10/18/22 3:52 PM
12,Send,10/18/22 3:55 PM
50,Send,10/24/22 12:01 PM
50,Send,10/24/22 12:08 PM
51,Send,10/24/22 1:09 PM
52,Send,10/24/22 1:32 PM
12,Send,10/24/22 3:49 PM
56,Send,10/24/22 4:35 PM
51,Send,10/24/22 12:28 PM
6,Send,10/24/22 2:31 PM
8010,Send,10/24/22 2:03 PM
47,Send,10/24/22 2:41 PM
8040,Send,10/24/22 2:56 PM
50,Send,10/25/22 6:14 AM
8040,Send,10/25/22 11:52 AM
52,Send,10/25/22 12:28 PM
50,Send,10/25/22 12:40 PM
8010,Send,10/25/22 1:05 PM
8040,Send,10/21/22 10:13 AM
52,Send,10/21/22 10:58 AM
50,Send,10/21/22 11:59 AM
8010,Send,10/21/22 1:07 PM
6,Send,10/21/22 12:30 PM
12,Send,10/21/22 12:39 PM
51,Send,10/21/22 2:01 PM
56,Send,10/21/22 3:57 PM
56,Send,10/21/22 3:58 PM
56,Send,10/21/22 3:58 PM
56,Send,10/21/22 3:37 PM
47,Send,10/21/22 3:04 PM
47,Accept,10/20/22 3:05 PM
47,Accept,10/20/22 3:05 PM
47,Accept,10/20/22 3:05 PM
47,Accept,10/20/22 3:05 PM
12,Accept,10/20/22 3:21 PM
12,Accept,10/20/22 3:21 PM
12,Accept,10/20/22 3:21 PM
12,Accept,10/20/22 3:21 PM
12,Accept,10/20/22 3:21 PM
12,Accept,10/20/22 3:21 PM
12,Accept,10/20/22 3:21 PM
50,Accept,10/20/22 1:53 PM
50,Accept,10/20/22 1:53 PM
8040,Accept,10/20/22 1:53 PM
8040,Accept,10/20/22 1:53 PM
8040,Accept,10/20/22 1:53 PM
8040,Accept,10/20/22 1:53 PM
51,Accept,10/20/22 4:50 PM
51,Accept,10/20/22 4:50 PM
51,Accept,10/20/22 4:50 PM
51,Accept,10/20/22 4:50 PM
6,Accept,10/27/22 2:55 PM
6,Accept,10/27/22 2:55 PM
6,Accept,10/27/22 2:55 PM
6,Accept,10/27/22 2:55 PM
6,Accept,10/27/22 2:55 PM
12,Accept,10/27/22 1:25 PM
12,Accept,10/27/22 1:26 PM
12,Accept,10/27/22 1:26 PM
12,Accept,10/27/22 1:26 PM
8040,Accept,10/28/22 10:38 AM
8040,Accept,10/28/22 10:38 AM
8040,Accept,10/28/22 10:38 AM
8040,Accept,10/28/22 10:38 AM
8040,Accept,10/28/22 10:38 AM
52,Accept,10/28/22 11:03 AM
52,Accept,10/28/22 11:03 AM
52,Accept,10/28/22 11:03 AM
52,Accept,10/28/22 11:03 AM
12,Accept,10/28/22 11:13 AM
12,Accept,10/28/22 11:13 AM
12,Accept,10/28/22 11:13 AM
12,Accept,10/28/22 11:13 AM
50,Accept,10/28/22 11:49 AM
50,Accept,10/28/22 11:49 AM
51,Accept,9/16/22 12:47 PM
51,Accept,9/16/22 12:47 PM
51,Accept,9/16/22 12:47 PM
6,Accept,9/16/22 1:47 PM
6,Accept,9/16/22 1:47 PM
6,Accept,9/16/22 1:47 PM
6,Accept,9/16/22 1:47 PM
12,Accept,9/16/22 1:33 PM
12,Accept,9/16/22 1:33 PM
12,Accept,9/16/22 1:33 PM
12,Accept,9/16/22 1:33 PM
12,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
56,Accept,9/16/22 1:33 PM
8010,Accept,9/19/22 2:04 PM
8010,Accept,9/19/22 2:04 PM
8010,Accept,9/19/22 2:04 PM
8010,Accept,9/19/22 2:04 PM
8040,Accept,9/19/22 2:04 PM
8040,Accept,9/19/22 2:04 PM
8040,Accept,9/19/22 2:04 PM
8040,Accept,9/19/22 2:04 PM
51,Accept,9/19/22 2:04 PM
51,Accept,9/19/22 2:04 PM
51,Accept,9/19/22 2:04 PM
51,Accept,9/19/22 2:04 PM
50,Accept,9/19/22 2:04 PM
50,Accept,9/19/22 2:04 PM
50,Accept,9/19/22 2:04 PM
50,Accept,9/19/22 2:04 PM
6,Accept,9/19/22 2:19 PM
6,Accept,9/19/22 2:19 PM
6,Accept,9/19/22 2:19 PM
6,Accept,9/19/22 2:19 PM
6,Accept,9/19/22 2:19 PM
52,Accept,9/19/22 3:35 PM
52,Accept,9/19/22 3:35 PM
52,Accept,9/19/22 3:35 PM
52,Accept,9/19/22 3:35 PM
51,Accept,10/3/22 12:58 PM
51,Accept,10/3/22 12:58 PM
51,Accept,10/3/22 12:58 PM
51,Accept,10/3/22 12:58 PM
8010,Accept,10/3/22 1:29 PM
8010,Accept,10/3/22 1:29 PM
8010,Accept,10/3/22 1:29 PM
8010,Accept,10/3/22 1:29 PM
8010,Accept,10/3/22 1:29 PM
52,Accept,10/4/22 12:33 PM
52,Accept,10/4/22 12:33 PM
52,Accept,10/4/22 12:33 PM
52,Accept,10/4/22 12:33 PM
52,Accept,10/4/22 12:33 PM
8010,Accept,10/4/22 12:33 PM
8010,Accept,10/4/22 12:33 PM
8010,Accept,10/4/22 12:33 PM
8010,Accept,10/4/22 12:33 PM
8010,Accept,10/4/22 12:33 PM
8010,Accept,10/4/22 12:33 PM
12,Accept,10/4/22 1:12 PM
12,Accept,10/4/22 1:12 PM
12,Accept,10/4/22 1:12 PM
12,Accept,10/4/22 1:12 PM
51,Accept,10/4/22 1:12 PM
51,Accept,10/4/22 1:12 PM
51,Accept,10/4/22 1:12 PM
51,Accept,10/4/22 1:12 PM
56,Accept,10/3/22 3:41 PM
56,Accept,10/3/22 3:41 PM
56,Accept,10/3/22 3:41 PM
56,Accept,10/3/22 3:41 PM
56,Accept,10/3/22 3:41 PM
8040,Accept,10/3/22 4:17 PM
8040,Accept,10/3/22 4:17 PM
8040,Accept,10/3/22 4:17 PM
8040,Accept,10/3/22 4:17 PM
47,Accept,10/3/22 5:06 PM
47,Accept,10/3/22 5:06 PM
47,Accept,10/3/22 5:06 PM
47,Accept,10/3/22 5:06 PM
47,Accept,10/3/22 5:06 PM
47,Accept,10/3/22 5:06 PM
47,Accept,10/3/22 5:06 PM
56,Accept,10/11/22 3:40 PM
56,Accept,10/11/22 3:40 PM
56,Accept,10/11/22 3:40 PM
56,Accept,10/11/22 3:40 PM
56,Accept,10/11/22 3:40 PM
56,Accept,10/11/22 3:40 PM
8060,Accept,10/11/22 1:56 PM
8060,Accept,10/11/22 1:56 PM
8060,Accept,10/11/22 1:56 PM
8060,Accept,10/11/22 1:56 PM
12,Accept,10/11/22 4:19 PM
12,Accept,10/11/22 4:19 PM
12,Accept,10/11/22 4:19 PM
12,Accept,10/11/22 4:19 PM
12,Accept,10/11/22 4:19 PM
47,Accept,10/11/22 5:05 PM
47,Accept,10/11/22 5:05 PM
47,Accept,10/11/22 5:05 PM
47,Accept,10/11/22 5:05 PM
6,Accept,10/11/22 2:02 PM
6,Accept,10/11/22 2:02 PM
6,Accept,10/11/22 2:02 PM
6,Accept,10/11/22 2:02 PM
6,Accept,10/11/22 2:02 PM
8010,Accept,10/12/22 2:12 PM
8010,Accept,10/12/22 2:12 PM
8010,Accept,10/12/22 2:12 PM
8010,Accept,10/12/22 2:12 PM
8010,Accept,10/12/22 2:12 PM
8010,Accept,10/12/22 2:12 PM
6,Accept,10/12/22 2:18 PM
51,Accept,10/12/22 3:08 PM
51,Accept,10/12/22 3:08 PM
51,Accept,10/12/22 3:08 PM
51,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
47,Accept,10/12/22 3:08 PM
50,Accept,10/12/22 3:08 PM
12,Accept,10/12/22 6:40 PM
12,Accept,10/12/22 6:40 PM
12,Accept,10/12/22 6:40 PM
12,Accept,10/12/22 6:40 PM
12,Accept,10/12/22 6:40 PM
47,Accept,9/15/22 2:00 PM
47,Accept,9/15/22 2:00 PM
47,Accept,9/15/22 2:00 PM
47,Accept,9/15/22 2:00 PM
47,Accept,9/15/22 2:00 PM
47,Accept,9/15/22 2:00 PM
8060,Accept,9/15/22 2:00 PM
8060,Accept,9/15/22 2:00 PM
8060,Accept,9/15/22 2:00 PM
8060,Accept,9/15/22 2:00 PM
56,Accept,9/15/22 3:26 PM
56,Accept,9/15/22 3:26 PM
56,Accept,9/15/22 3:26 PM
56,Accept,9/15/22 3:26 PM
56,Accept,9/15/22 3:26 PM
50,Accept,9/15/22 4:02 PM
50,Accept,9/15/22 4:02 PM
50,Accept,9/15/22 4:02 PM
50,Accept,9/15/22 4:02 PM
12,Accept,9/15/22 4:17 PM
12,Accept,9/15/22 4:17 PM
12,Accept,9/15/22 4:17 PM
12,Accept,9/15/22 4:17 PM
12,Accept,9/15/22 4:17 PM
52,Accept,9/16/22 1:52 PM
52,Accept,9/16/22 1:52 PM
52,Accept,9/16/22 1:52 PM
52,Accept,9/16/22 1:52 PM
50,Accept,9/16/22 1:52 PM
50,Accept,9/16/22 1:52 PM
50,Accept,9/16/22 1:52 PM
50,Accept,9/16/22 1:52 PM
50,Accept,9/16/22 1:52 PM
8010,Accept,9/16/22 1:52 PM
8010,Accept,9/16/22 1:52 PM
8010,Accept,9/16/22 1:52 PM
8010,Accept,9/16/22 1:52 PM
12,Accept,9/20/22 2:57 PM
12,Accept,9/20/22 2:57 PM
12,Accept,9/20/22 2:57 PM
12,Accept,9/20/22 2:57 PM
51,Accept,9/20/22 2:57 PM
51,Accept,9/20/22 2:57 PM
51,Accept,9/20/22 2:57 PM
51,Accept,9/20/22 2:57 PM
51,Accept,9/20/22 2:57 PM
8040,Accept,9/20/22 2:58 PM
8040,Accept,9/20/22 2:58 PM
8040,Accept,9/20/22 2:58 PM
8040,Accept,9/20/22 2:58 PM
8040,Accept,9/20/22 2:58 PM
50,Accept,9/20/22 1:20 PM
50,Accept,9/20/22 1:20 PM
50,Accept,9/20/22 1:20 PM
50,Accept,9/20/22 1:20 PM
8010,Accept,9/20/22 1:20 PM
8010,Accept,9/20/22 1:20 PM
8010,Accept,9/20/22 1:20 PM
8010,Accept,9/20/22 1:20 PM
52,Accept,9/20/22 3:42 PM
52,Accept,9/20/22 3:42 PM
52,Accept,9/20/22 3:42 PM
52,Accept,9/20/22 3:42 PM
52,Accept,9/20/22 3:42 PM
8060,Accept,9/20/22 4:19 PM
8010,Accept,11/15/22 1:51 PM
8010,Accept,11/15/22 1:51 PM
8010,Accept,11/15/22 1:51 PM
8010,Accept,11/15/22 1:51 PM
8010,Accept,11/15/22 1:51 PM
8010,Accept,11/15/22 1:51 PM
8040,Accept,11/15/22 1:52 PM
8040,Accept,11/15/22 1:52 PM
8040,Accept,11/15/22 1:52 PM
8040,Accept,11/15/22 1:52 PM
8040,Accept,11/15/22 1:52 PM
8040,Accept,11/15/22 1:52 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
6,Accept,11/15/22 2:53 PM
12,Accept,11/15/22 3:13 PM
12,Accept,11/15/22 3:13 PM
12,Accept,11/15/22 3:13 PM
12,Accept,11/15/22 3:13 PM
12,Accept,11/15/22 3:13 PM
47,Accept,11/15/22 4:01 PM
47,Accept,11/15/22 4:01 PM
47,Accept,11/15/22 4:01 PM
47,Accept,11/15/22 4:01 PM
47,Accept,11/15/22 4:01 PM
47,Accept,11/15/22 4:01 PM
56,Accept,11/15/22 4:06 PM
56,Accept,11/15/22 4:06 PM
56,Accept,11/15/22 4:06 PM
56,Accept,11/15/22 4:06 PM
56,Accept,11/15/22 4:06 PM
56,Accept,11/15/22 4:06 PM
56,Accept,11/15/22 5:29 PM
56,Accept,11/15/22 5:30 PM
56,Accept,11/15/22 5:30 PM
56,Accept,11/15/22 5:30 PM
6,Accept,11/7/22 1:21 PM
6,Accept,11/7/22 1:21 PM
6,Accept,11/7/22 1:21 PM
6,Accept,11/7/22 1:21 PM
12,Accept,11/7/22 2:38 PM
12,Accept,11/7/22 2:38 PM
12,Accept,11/7/22 2:38 PM
12,Accept,11/7/22 2:38 PM
52,Accept,11/7/22 1:28 PM
52,Accept,11/7/22 1:28 PM
52,Accept,11/7/22 1:28 PM
52,Accept,11/7/22 1:28 PM
52,Accept,11/7/22 1:28 PM
47,Accept,11/7/22 4:10 PM
47,Accept,11/7/22 4:10 PM
47,Accept,11/7/22 4:10 PM
47,Accept,11/7/22 4:10 PM
56,Accept,11/7/22 4:38 PM
56,Accept,11/7/22 4:38 PM
56,Accept,11/7/22 4:38 PM
51,Accept,11/7/22 4:36 PM
51,Accept,11/7/22 4:37 PM
51,Accept,11/7/22 4:37 PM
51,Accept,11/7/22 4:37 PM
51,Accept,11/7/22 4:37 PM
51,Accept,11/7/22 4:37 PM
56,Accept,11/7/22 4:37 PM
8040,Accept,11/7/22 4:21 PM
8040,Accept,11/7/22 4:21 PM
8040,Accept,11/7/22 4:21 PM
8040,Accept,11/7/22 4:21 PM
8040,Accept,11/7/22 4:21 PM
6,Accept,11/9/22 3:56 PM
6,Accept,11/9/22 3:56 PM
6,Accept,11/9/22 3:56 PM
6,Accept,11/9/22 3:56 PM
6,Accept,11/9/22 3:56 PM
6,Accept,11/9/22 3:56 PM
8040,Accept,11/9/22 2:05 PM
8040,Accept,11/9/22 2:05 PM
8040,Accept,11/9/22 2:05 PM
8040,Accept,11/9/22 2:05 PM
8040,Accept,11/9/22 2:05 PM
8040,Accept,11/9/22 2:05 PM
12,Accept,11/9/22 5:37 PM
12,Accept,11/9/22 5:37 PM
12,Accept,11/9/22 5:37 PM
12,Accept,11/9/22 5:37 PM
12,Accept,11/9/22 5:37 PM
47,Accept,11/9/22 5:37 PM
