"RowID","WorkspaceName","FolderName","RouteName","RouteDesc","RouteEmail","StopName","Sequence","StopSequence","StopType","EstimatedArrivalTime","EstimatedDepartureTime","BestArrivalTime","ServiceMinutes","StopCapacity1","StopCapacity2","StopJobNumber","CustomerNumber","Phone","Email","Website","RouteRules","TimeWindow1Used","TimeWindow1Start","TimeWindow1End","TimeWindow2Used","TimeWindow2Start","TimeWindow2End","Priority","WaitMinutes","ViolationMinutes","BreakMinutes","DirectionsFromPrevious","DisplayAddressFull","DisplayAddress","DisplayAddress2","DisplayCity","DisplayState","DisplayPostal","DisplayNation","X_Longitude","Y_Latitude","MatchType","MatchTypeText","MatchedAddressFull","MatchedAddress","MatchedAddress2","MatchedCity","MatchedState","MatchedPostal","MatchedNation","MetersFromPrevious","KMsFromPrevious","MilesFromPrevious","StemMetersFromPrevious","NonStemMetersFromPrevious","MinutesFromPrevious","Comments1","Comments2","Comments3","Comments4","Comments5","Comments6","NumericComments1","PredeterminedRoute","PredeterminedSequence","DateAdded_Stop","DateModified_Stop","DateAdded_RouteStop","DateModified_RouteStop","FolderUniqueID","RouteUniqueID","StopUniqueID","DepotUniqueID","RouteStopUniqueID"
"1","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT F. FARE #119 FRONT","2","1","Route Stop","06:23:17","06:23:17","","0","13.3530769230769","13.9069230769231","","6796","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","35458.5913059807","35.4585913059807","22.0329474301068","35458.5913059807","0","23.2951030563563","99061","00310","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6043","","-7194"
"2","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT. F. FARE #119 PRODUCE","3","2","Route Stop","06:23:17","06:23:17","","0","9.12526627218935","10.242426035503","","6797","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","0","0","0","0","0","0","99061","00311","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6044","","-7195"
"3","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT F. FARE #119 MEAT","4","3","Route Stop","06:23:17","06:23:17","","0","13.6402366863905","25.0059171597633","","6798","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","0","0","0","0","0","0","99061","00312","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6045","","-7196"
"4","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT F. FARE #119 DELI","5","4","Route Stop","06:23:17","06:23:17","","0","12.23","12.23","","6799","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","0","0","0","0","0","0","99061","00313","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6046","","-7197"
"5","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT F. FARE #119 BAKERY","6","5","Route Stop","06:23:17","06:23:17","","0","10.64","10.64","","6800","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","0","0","0","0","0","0","99061","00314","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6047","","-7198"
"6","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT FAM FARE QUIK STOP 119","7","6","Route Stop","06:23:17","06:23:17","","0","14.9518343195266","15.1620118343195","","7160","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","0","0","0","0","0","0","99061","00192","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6048","","-7199"
"7","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","SPT FAM FARE 119 FIRST AID","8","7","Route Stop","06:23:17","06:23:17","","0","119.98","119.98","","13042","","","","","False","","","False","","","No Priority","0","0","0","","2245 84TH ST. SW, BYRON CENTER MI 49315 US","2245 84TH ST. SW","","BYRON CENTER","MI","49315","US","-85.71948","42.814127","3","Street Address - Automatic","2245 84th St SW, Byron Center MI 49315 US","2245 84th St SW","","Byron Center","MI","49315","US","0","0","0","0","0","0","99161","00192","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6059","","-7200"
"8","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","PEPPINOS PIZZA 4","9","8","Route Stop","06:24:55","06:24:55","","0","44.1967455621302","54.9186390532544","","1258","","","","","False","","","False","","","No Priority","0","0","0","","2185 84TH STREET SW STE B, BYRON CENTER MI 49315 US","2185 84TH STREET SW STE B","","BYRON CENTER","MI","49315","US","-85.717666","42.812594","3","Street Address - Automatic","2185 84th St SW, Byron Center MI 49315 US","2185 84th St SW","","Byron Center","MI","49315","US","417.68371788253","0.41768371788253","0.259536633001129","0","417.68371788253","1.63069509901106","27828","00005","MTWRF","50","Rt7","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-6042","","-7201"
"9","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","CARLETON EQUIPMENT-G.R.","10","9","Route Stop","06:30:47","06:30:47","","0","205.839112426035","252.737810650888","","10093","","","","","False","","","False","","","No Priority","0","0","0","","343 100TH STREET SW, BYRON CENTER MI 49315 US","343 100TH STREET SW","","BYRON CENTER","MI","49315","US","-85.671919","42.783849","3","Street Address - Automatic","343 100th St SW, Byron Center MI 49315 US","343 100th St SW","","Byron Center","MI","49315","US","7397.66205278932","7.39766205278932","4.59669414693616","0","7397.66205278932","5.86568440683186","99056","00003","MTWRF","50","Rt1","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-5984","","-7202"
"10","Grand Rapids Reroute Init","9rts 1","FreqOpt_Week1_Monday","","","NEWHOUSE TRUCKING","11","10","Route Stop","06:35:08","06:35:08","","0","72.2810059171598","78.6897633136095","","14027","","","","","False","","","False","","","No Priority","0","0","0","","1322 142ND AVE, WAYLAND MI 49348 US","1322 142ND AVE","","WAYLAND","MI","49348","US","-85.6747572","42.7244622","3","Street Address - Automatic","1322 142nd Ave, Wayland MI 49348 US","1322 142nd Ave","","Wayland","MI","49348","US","6820.18426025634","6.82018426025634","4.2378660780166","0","6820.18426025634","4.35031886026263","533025","00000","MTWRF","50","Rt1","Rt1","0","","","6/22/2022 3:57:05 PM","6/22/2022 3:57:05 PM","","2022/06/22 15:57","-16","-231","-5983","","-7203"
