""	"Acct #"	"Cust #"	"Week #"	"New Rt"	"New Delivery Day"	"New Stop"	"Customer Name"	"DisplayAddressFull"	"X_Longitude"	"Y_Latitude"
"0"	"31197.0"	"0.0"	"Week1"	"70"	"W"	"14.0"	"ANCHOR PRINTING"	"22790 HESLIP DRIVE, NOVI MI 48375 US"	"-83.466163"	"42.459103"
"1"	"29174.0"	"0.0"	"Week1"	"70"	"W"	"15.0"	"THIELENHAUS"	"42925 W 9 MILE, NOVI MI 48375 US"	"-83.468402"	"42.451601"
"2"	"33185.0"	"0.0"	"Week1"	"70"	"W"	"16.0"	"BORDER CANTINA"	"21420 NOVI ROAD, NOVI MI 48375 US"	"-83.47317"	"42.445076"
"3"	"33492.0"	"0.0"	"Week1"	"70"	"W"	"13.0"	"TURMERICAN VEGETARIAN CUISINE"	"24259 NOVI ROAD, NOVI MI 48375 US"	"-83.476167"	"42.46761"
"4"	"33579.0"	"0.0"	"Week1"	"70"	"W"	"10.0"	"BIG TOMMY'S PARTHENON"	"40380 GRAND RIVER AVENUE, NOVI MI 48375 US"	"-83.444849"	"42.474625"
"5"	"29781.0"	"0.0"	"Week1"	"70"	"W"	"11.0"	"29 PARK"	"43155 MAIN STREET, NOVI MI 48375 US"	"-83.470792"	"42.47812"
"6"	"24189.0"	"0.0"	"Week1"	"70"	"W"	"12.0"	"FUMI RESTAURANT"	"24271 NOVI RD, NOVI MI 48375 US"	"-83.476227"	"42.467932"
"7"	"33270.0"	"2.0"	"Week1"	"70"	"W"	"21.0"	"NOORJAHAN INDIAN CUISINE"	"17933 HAGGERTY RD, NORTHVILLE MI 48168 US"	"-83.434609"	"42.415794"
"8"	"99079.0"	"9.0"	"Week1"	"70"	"W"	"22.0"	"RED ROBIN #387"	"37701 SIX MILE, LIVONIA MI 48154 US"	"-83.4272425920261"	"42.4104533589805"
"9"	""	""	"Week1"	"70"	"W"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"10"	"11532.0"	"0.0"	"Week1"	"70"	"W"	"20.0"	"STATE POLICE FORENSI"	"42145 7 MILE ROAD, NORTHVILLE MI 48167 US"	"-83.4602792"	"42.4230678"
"11"	"24335.0"	"0.0"	"Week1"	"70"	"W"	"17.0"	"NEW BANGKOK CUISINE"	"250 CENTER ST, NORTHVILLE MI 48167 US"	"-83.482998"	"42.432869"
"12"	"25144.0"	"0.0"	"Week1"	"70"	"W"	"18.0"	"POOLES TAVERN"	"157 E MAIN, NORTHVILLE MI 48167 US"	"-83.48148"	"42.431393"
"13"	"99079.0"	"26.0"	"Week1"	"70"	"W"	"19.0"	"TROTSIDE RESTAURANT #400"	"301 S CENTER ST, NORTHVILLE MI 48167 US"	"-83.48172"	"42.427683"
"14"	""	""	"Week1"	"70"	"T"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"15"	"99048.0"	"23.0"	"Week1"	"70"	"W"	"1.0"	"OLGA'S #142 LAUREL PARK"	"37612 6 MILE RD, LIVONIA MI 48152 US"	"-83.416065"	"42.414583"
"16"	"99094.0"	"7.0"	"Week1"	"70"	"W"	"2.0"	"LMCU 403"	"19025 NEWBURGH RD, LIVONIA MI 48152 US"	"-83.414599"	"42.42486"
"17"	"30705.0"	"0.0"	"Week1"	"70"	"T"	"13.0"	"RAINBOW REHAB"	"25911 MIDDLEBELT RD, FARMINGTON HILLS MI 48336 US"	"-83.339295"	"42.483736"
"18"	"29184.0"	"0.0"	"Week1"	"70"	"T"	"10.0"	"GRAFS PASTRY KITCHEN"	"30010 12 MILE RD, FARMINGTON HILLS MI 48334 US"	"-83.346944"	"42.500018"
"19"	"99067.0"	"6.0"	"Week1"	"70"	"T"	"11.0"	"HAWK COMMUNITY CENTER"	"29995 TWELVE MILE, FARMINGTON HILLS MI 48336 US"	"-83.346706"	"42.497978"
"20"	"99033.0"	"127.0"	"Week1"	"70"	"T"	"12.0"	"MORRISON MERCY HS #16039"	"29300 W. 11 MILE ROAD, FARMINGTON HILLS MI 48336 US"	"-83.3369695"	"42.4869517"
"21"	"5088.0"	"0.0"	"Week1"	"70"	"W"	"7.0"	"SHERATON NOVI"	"21111 HAGGERTY, NOVI MI 48375 US"	"-83.435644"	"42.443134"
"22"	"26905.0"	"0.0"	"Week1"	"70"	"W"	"8.0"	"PATISSERIE PARMENTIER"	"40001 GRAND RIVER, NOVI MI 48375 US"	"-83.441404"	"42.472786"
"23"	"33587.0"	"0.0"	"Week1"	"70"	"W"	"9.0"	"YATES HEATING & COOLING"	"40040 GRAND RIVER, NOVI MI 48375 US"	"-83.441927"	"42.476773"
"24"	"99079.0"	"28.0"	"Week1"	"70"	"W"	"6.0"	"MOTOR CITY PEAKS-FRIDAY #301"	"20120 HAGGERTY ROAD, LIVONIA MI 48154 US"	"-83.433005"	"42.434874"
"25"	"33273.0"	"0.0"	"Week1"	"70"	"W"	"3.0"	"GO! SY THAI"	"19710 HAGGERTY ROAD, LIVONIA MI 48152 US"	"-83.432657"	"42.430615"
"26"	"33187.0"	"0.0"	"Week1"	"70"	"W"	"4.0"	"MR. KABOB XPRESS-LIVONIA"	"19778 HAGGERTY ROAD, LIVONIA MI 48152 US"	"-83.432547"	"42.431612"
"27"	"99079.0"	"27.0"	"Week1"	"70"	"W"	"5.0"	"MOTOR CITY PEAKS-MONDAY #301"	"20120 HAGGERTY ROAD, LIVONIA MI 48154 US"	"-83.433005"	"42.434874"
"28"	"24121.0"	"0.0"	"Week1"	"70"	"F"	"1.0"	"L GEORGE'S CONEY ISLAND"	"24250 SINACOLA CT, FARMINGTON HILLS MI 48335 US"	"-83.419945"	"42.468883"
"29"	"33622.0"	"0.0"	"Week1"	"70"	"F"	"20.0"	"DR. TERRI TODARO DDS"	"31395 7 MILE RD #B, LIVONIA MI 48152 US"	"-83.354821"	"42.42618"
"30"	"99051.0"	"14.0"	"Week1"	"70"	"F"	"21.0"	"JET'S PIZZA MI-008 (BLK)"	"32630 7 MILE, LIVONIA MI 48152 US"	"-83.370129"	"42.426742"
"31"	""	""	"Week1"	"70"	"F"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"32"	"32317.0"	"0.0"	"Week1"	"70"	"F"	"19.0"	"GRACE'S SAVORY AND SWEET"	"19586 MIDDLEBELT, LIVONIA MI 48152 US"	"-83.335295"	"42.431202"
"33"	"30389.0"	"0.0"	"Week1"	"70"	"F"	"16.0"	"LA MARSA-FARM HILLS"	"24273 MIDDLEBELT RD, FARMINGTON HILLS MI 48336 US"	"-83.33837"	"42.471514"
"34"	"99033.0"	"153.0"	"Week1"	"70"	"F"	"17.0"	"BEAUMONT COMMONS #38814"	"21450 ARCHWOOD CIRCLE, FARMINGTON HILLS MI 48336 US"	"-83.348826"	"42.448252"
"35"	"32914.0"	"0.0"	"Week1"	"70"	"F"	"18.0"	"DMC OB/GYN"	"20276 MIDDLEBELT ROAD, LIVONIA MI 48152 US"	"-83.33439"	"42.437351"
"36"	"99161.0"	"161.0"	"Week1"	"70"	"R"	"5.0"	"JOHNNY POMODOROS #6124 FA"	"32906 MIDDLEBELT ROAD, FARMINGTON HILLS MI 48334 US"	"-83.338558"	"42.527919"
"37"	"99062.0"	"161.0"	"Week1"	"70"	"R"	"6.0"	"JOHNNY POMODOROS MK #6124 MEAT"	"32906 MIDDLEBELT ROAD, FARMINGTON HILLS MI 48334 US"	"-83.338558"	"42.527919"
"38"	"99062.0"	"164.0"	"Week1"	"70"	"R"	"7.0"	"JOHNNY POMODOROS MK #6124 KITC"	"32906 MIDDLEBELT ROAD, FARMINGTON HILLS MI 48334 US"	"-83.338558"	"42.527919"
"39"	"99033.0"	"122.0"	"Week1"	"70"	"R"	"4.0"	"CRANBROOK-CATERING #8110"	"855 CRANBROOK RD, BLOOMFIELD HILLS MI 48304 US"	"-83.24331925"	"42.569373"
"40"	"30705.0"	"0.0"	"Week1"	"70"	"R"	"1.0"	"RAINBOW REHAB"	"25911 MIDDLEBELT RD, FARMINGTON HILLS MI 48336 US"	"-83.339295"	"42.483736"
"41"	"32997.0"	"0.0"	"Week1"	"70"	"R"	"2.0"	"HILLEL DAY SCHOOL"	"32200 MIDDLEBELT RD, FARMINGTON HILLS MI 48334 US"	"-83.337293"	"42.523525"
"42"	"99033.0"	"121.0"	"Week1"	"70"	"R"	"3.0"	"CRANBROOK DINING HALL #8110"	"508 LONE PINE, BLOOMFIELD HILLS MI 48304 US"	"-83.2556897"	"42.5737055"
"43"	"30920.0"	"0.0"	"Week1"	"70"	"F"	"6.0"	"KURRYS INDIAN CUISINE"	"24361 HALSTEAD RD, FARMINGTON HILLS MI 48335 US"	"-83.416681"	"42.470668"
"44"	"32957.0"	"0.0"	"Week1"	"70"	"F"	"7.0"	"PAPPAROTI"	"35572 GRAND RIVER AVE, FARMINGTON HILLS MI 48335 US"	"-83.397893"	"42.469893"
"45"	"30039.0"	"0.0"	"Week1"	"70"	"F"	"8.0"	"AAHAR INDIAN CUISINE"	"35564 GRAND RIVER AVE, FARMINGTON HILLS MI 48335 US"	"-83.397962"	"42.469948"
"46"	"32751.0"	"0.0"	"Week1"	"70"	"F"	"5.0"	"SCORES BAR & GRILL"	"24365 HALSTEAD ROAD, FARMINGTON HILLS MI 48335 US"	"-83.416379"	"42.470556"
"47"	"24119.0"	"0.0"	"Week1"	"70"	"F"	"2.0"	"GREAT LAKES CONEY ISLAND"	"38425 GRAND RIVER AVE, FARMINGTON HILLS MI 48335 US"	"-83.425893"	"42.469264"
"48"	"31476.0"	"0.0"	"Week1"	"70"	"F"	"3.0"	"CHUTNEYS"	"38259 W. 10 MILE ROAD, FARMINGTON HILLS MI 48335 US"	"-83.425785"	"42.467917"
"49"	"27551.0"	"0.0"	"Week1"	"70"	"F"	"4.0"	"COMPTON PRESS INDUSTRIES"	"23079 COMMERCE DRIVE, FARMINGTON HILLS MI 48335 US"	"-83.424453"	"42.460692"
"50"	"30437.0"	"0.0"	"Week1"	"70"	"F"	"13.0"	"AL-HARAMAIN INT. FOODS"	"24065 ORCHARD LAKE ROAD, FARMINGTON MI 48336 US"	"-83.358166"	"42.469248"
"51"	"31164.0"	"0.0"	"Week1"	"70"	"F"	"14.0"	"VILLAGE GRILL"	"31200 W 10 MILE RD, FARMINGTON HILLS MI 48336 US"	"-83.356124"	"42.470514"
"52"	"30322.0"	"0.0"	"Week1"	"70"	"F"	"15.0"	"CAFE CORTINA"	"30715 W 10 MILE RD, FARMINGTON HILLS MI 48336 US"	"-83.352078"	"42.46984"
"53"	"31313.0"	"0.0"	"Week1"	"70"	"F"	"12.0"	"JOHN COWLEY & SONS"	"33338 GRAND RIVER AVE, FARMINGTON MI 48336 US"	"-83.376112"	"42.465024"
"54"	"29126.0"	"0.0"	"Week1"	"70"	"F"	"9.0"	"LA MARSA/FARMINGTON"	"35558 GRAND RIVER, FARMINGTON HILLS MI 48335 US"	"-83.397903"	"42.470261"
"55"	"33635.0"	"0.0"	"Week1"	"70"	"F"	"10.0"	"FARMINGTON GRILL"	"34635 GRAND RIVER AVE, FARMINGTON MI 48335 US"	"-83.388708"	"42.468272"
"56"	"32596.0"	"0.0"	"Week1"	"70"	"F"	"11.0"	"MEDI LODGE OF FARMINGTON"	"34225 GRAND RIVER AVE, FARMINGTON MI 48335 US"	"-83.38574"	"42.468132"
"57"	"29802.0"	"0.0"	"Week1"	"70"	"T"	"9.0"	"SOUTHFIELD OBGYN"	"29255 NORTHWESTERN HWY, SOUTHFIELD MI 48034 US"	"-83.312813"	"42.502569"
"87"	"99048.0"	"15.0"	"Week1"	"70"	"M"	"17.0"	"OLGA'S #113 OLD ORCHARD"	"6655 ORCHARD LAKE RD, WEST BLOOMFIELD MI 48322 US"	"-83.359915"	"42.541415"
"88"	""	""	"Week1"	"70"	"M"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"89"	"99033.0"	"308.0"	"Week1"	"70"	"T"	"1.0"	"BASF-SOUTHFIELD"	"26701 TELEGRAPH RD, SOUTHFIELD MI 48033 US"	"-83.286291"	"42.485659"
"90"	"10946.0"	"0.0"	"Week1"	"70"	"M"	"16.0"	"AMERICAN GOURMET"	"6698 ORCHARD LAKE, WEST BLOOMFIELD MI 48322 US"	"-83.361677"	"42.540266"
"91"	"29199.0"	"0.0"	"Week1"	"70"	"M"	"13.0"	"SHANGRI-LA RESTAURANT"	"6407 ORCHARD LAKE RD, WEST BLOOMFIELD MI 48322 US"	"-83.358965"	"42.545045"
"92"	"30850.0"	"0.0"	"Week1"	"70"	"M"	"14.0"	"LA MARSA"	"6215 ORCHARD LAKE RD, WEST BLOOMFIELD MI 48322 US"	"-83.360123"	"42.546849"
"93"	"29419.0"	"0.0"	"Week1"	"70"	"M"	"15.0"	"MICHIGAN OMS"	"6022 W. MAPLE ROAD, WEST BLOOMFIELD MI 48322 US"	"-83.377038"	"42.543561"
"94"	"28234.0"	"0.0"	"Week1"	"70"	"T"	"6.0"	"SEVEN BAR & GRILL"	"24528 W 12 MILE ROAD, SOUTHFIELD MI 48034 US"	"-83.286168"	"42.50157"
"95"	"33102.0"	"0.0"	"Week1"	"70"	"T"	"7.0"	"MR. KABOB XPRESS"	"24532 W. 12 MILE ROAD, SOUTHFIELD MI 48034 US"	"-83.286334"	"42.501527"
"96"	"33603.0"	"0.0"	"Week1"	"70"	"T"	"8.0"	"RED BALLOON SALOON"	"29276 NORTHWESTERN HWY, SOUTHFIELD MI 48034 US"	"-83.312244"	"42.503895"
"97"	"33308.0"	"0.0"	"Week1"	"70"	"T"	"5.0"	"ASCEND IMAGING"	"29201 TELEGRAPH ROAD L1, SOUTHFIELD MI 48034 US"	"-83.286685"	"42.50368"
"98"	"99179.0"	"4.0"	"Week1"	"70"	"T"	"2.0"	"ROAD COMMISSION OAKLAND COUNTY"	"27900 FRANKLIN ROAD, SOUTHFIELD MI 48034 US"	"-83.2973627"	"42.4927257"
"99"	"32807.0"	"0.0"	"Week1"	"70"	"T"	"3.0"	"MAJESTIC MARKET"	"25877 LAHSER ROAD, SOUTHFIELD MI 48034 US"	"-83.26154"	"42.478466"
"100"	"33109.0"	"0.0"	"Week1"	"70"	"T"	"4.0"	"DREAM SALON STUDIOS"	"21701 W. 11 MILE ROAD, SOUTHFIELD MI 48076 US"	"-83.258598"	"42.486646"
"101"	"99033.0"	"119.0"	"Week1"	"70"	"M"	"3.0"	"CRANBROOK-SCIENCE INST #8200"	"39221 WOODWARD AVE, BLOOMFIELD HILLS MI 48304 US"	"-83.251619"	"42.567543"
"102"	"99033.0"	"213.0"	"Week1"	"70"	"M"	"4.0"	"CRANBROOK GIRLS MIDDLE SCHOOL"	"39221 WOODWARD, BLOOMFIELD HILLS MI 48303 US"	"-83.251619"	"42.567543"
"103"	"99033.0"	"123.0"	"Week1"	"70"	"M"	"5.0"	"CRANBROOK-BROOKSIDE"	"550 CRANBROOK RD, BLOOMFIELD HILLS MI 48303 US"	"-83.24299896"	"42.56746713"
"104"	"99033.0"	"98.0"	"Week1"	"70"	"M"	"2.0"	"MORRISON MAPLE VILLAGE #22937"	"6257 TELEGRAPH ROAD, BLOOMFIELD HILLS MI 48301 US"	"-83.282935"	"42.547555"
"107"	"50609.0"	"0.0"	"Week1"	"70"	"M"	"1.0"	"DEPORRE VET HOSPITAL"	"4066 N. MAPLE RD., BLOOMFIELD HILLS MI 48301 US"	"-83.283284"	"42.545251"
"108"	"99033.0"	"121.0"	"Week1"	"70"	"M"	"10.0"	"CRANBROOK DINING HALL #8110"	"508 LONE PINE, BLOOMFIELD HILLS MI 48304 US"	"-83.2556897"	"42.5737055"
"109"	"99161.0"	"38.0"	"Week1"	"70"	"M"	"11.0"	"MARKET SQUARE #970 FIRST AID"	"2045 WALNUT LAKE ROAD, WEST BLOOMFIELD MI 18025 US"	"-83.322958"	"42.551349"
"110"	"99062.0"	"38.0"	"Week1"	"70"	"M"	"12.0"	"MARKET SQUARE #970"	"2045 WALNUT LAKE ROAD, WEST BLOOMFIELD MI 48025 US"	"-83.322958"	"42.551349"
"111"	"99033.0"	"124.0"	"Week1"	"70"	"M"	"9.0"	"CRANBROOK-VAUGHN #8110"	"1060 VAUGHN RD, BLOOMFIELD HILLS MI 48303 US"	"-83.2557162"	"42.5737668"
"112"	"99033.0"	"122.0"	"Week1"	"70"	"M"	"6.0"	"CRANBROOK-CATERING #8110"	"855 CRANBROOK RD, BLOOMFIELD HILLS MI 48304 US"	"-83.24331925"	"42.569373"
"113"	"99033.0"	"120.0"	"Week1"	"70"	"M"	"7.0"	"KINGSWOOD DINING HALL #8110"	"855 CRANBROOK RD, BLOOMFIELD HILLS MI 48304 US"	"-83.2433192471214"	"42.5693730000809"
"114"	"99033.0"	"164.0"	"Week1"	"70"	"M"	"8.0"	"CAFE AT KINGSWOOD UNIT #32246"	"855 CRANBROOK ROAD, BLOOMFIELD HILLS MI 48304 US"	"-83.2433192471214"	"42.5693730000809"
"172"	"26668.0"	"0.0"	"Week1"	"70"	"R"	"26.0"	"NOVI IM/PEDS"	"39475 LEWIS DRIVE, NOVI MI 48377 US"	"-83.437529"	"42.507552"
"173"	"29805.0"	"0.0"	"Week1"	"70"	"R"	"27.0"	"ENVISION DIAGNOSTIC CENTER"	"39475 LEWIS DR, NOVI MI 48377 US"	"-83.437529"	"42.507552"
"174"	""	""	"Week1"	"70"	"R"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"175"	"32902.0"	"0.0"	"Week1"	"70"	"R"	"25.0"	"THAI BASIL FARMINGTON HLLS"	"37682 W. 12 MILE ROAD, FARMINGTON HILLS MI 48331 US"	"-83.420465"	"42.499239"
"176"	"99033.0"	"261.0"	"Week1"	"70"	"R"	"22.0"	"GOOGLE FARMINGTON HILLS #54952"	"27555 FARMINGTON ROAD, FARMINGTON HILLS MI 48331 US"	"-83.379898"	"42.496643"
"177"	"99054.0"	"49.0"	"Week1"	"70"	"R"	"23.0"	"CHARTER COMMUNICATIONS"	"37635 ENTERPRISE CT, FARMINGTON HILLS MI 48331 US"	"-83.4193"	"42.494423"
"178"	"99079.0"	"20.0"	"Week1"	"70"	"R"	"24.0"	"2 BOOLI INC #100"	"37610 TWELVE MILE ROAD, FARMINGTON HILLS MI 48331 US"	"-83.420165"	"42.499368"
"186"	"29200.0"	"0.0"	"Week1"	"70"	"R"	"12.0"	"YOT SUBA"	"7365 ORCHARD LAKE, WEST BLOOMFIELD MI 48322 US"	"-83.35934"	"42.530981"
"187"	"27741.0"	"0.0"	"Week1"	"70"	"R"	"13.0"	"SUNRISE CAFE"	"29591 ORCHARD LAKE RD, FARMINGTON HILLS MI 48334 US"	"-83.360154"	"42.515285"
"188"	"29204.0"	"0.0"	"Week1"	"70"	"R"	"14.0"	"BAKE STATION BAKERY"	"29581ORCHARD LAKE RD, WEST BLOOMFIELD MI 48334 US"	"-83.360153"	"42.515253"
"189"	"33317.0"	"1.0"	"Week1"	"70"	"R"	"11.0"	"ANTHOLOGY OF FARMINGTON HILLS"	"30637 W. 14 MILE ROAD, FARMINGTON HILLS MI 48334 US"	"-83.3526112"	"42.5277403"
"190"	"99062.0"	"165.0"	"Week1"	"70"	"R"	"8.0"	"JOHNNY POMODOROS MK #6124 PROD"	"32906 MIDDLEBELT ROAD, FARMINGTON HILLS MI 48334 US"	"-83.338558"	"42.527919"
"191"	"99062.0"	"162.0"	"Week1"	"70"	"R"	"9.0"	"JOHNNY POMODOROS MK #6124 BAKE"	"32906 MIDDLEBELT ROAD, FARMINGTON HILLS MI 48334 US"	"-83.338558"	"42.527919"
"192"	"99062.0"	"163.0"	"Week1"	"70"	"R"	"10.0"	"JOHNNY POMODOROS MK #6124 DELI"	"32906 MIDDLEBELT ROAD, FARMINGTON HILLS MI 48334 US"	"-83.338558"	"42.527919"
"193"	"30489.0"	"0.0"	"Week1"	"70"	"R"	"19.0"	"SCRAMBLER MARIE'S"	"27909 ORCHARD LAKE RD, FARMINGTON HILLS MI 48334 US"	"-83.361152"	"42.499719"
"194"	"99051.0"	"22.0"	"Week1"	"70"	"R"	"20.0"	"JET'S PIZZA MI-042"	"27897 ORCHARD LAKE RD, FARMINGTON HILLS MI 48334 US"	"-83.361167"	"42.500151"
"195"	"21152.0"	"0.0"	"Week1"	"70"	"R"	"21.0"	"STUDIO FOR HAIR"	"27895 ORCHARD LAKE, FARMINGTON HILLS MI 48334 US"	"-83.361171"	"42.500154"
"196"	"25081.0"	"0.0"	"Week1"	"70"	"R"	"18.0"	"ZEDAN LAB"	"27908 ORCHARD LAKE RD, FARMINGTON HILLS MI 48334 US"	"-83.357861"	"42.500544"
"197"	"30185.0"	"0.0"	"Week1"	"70"	"R"	"15.0"	"GOLDMAN & MILLER CARDIOLOGY PC"	"30335 W 13 MILE RD, FARMINGTON HILLS MI 48334 US"	"-83.352793"	"42.513332"
"198"	"33490.0"	"0.0"	"Week1"	"70"	"R"	"16.0"	"JIANG NAN"	"29222 ORCHARD LAKE ROAD, FARMINGTON HILLS MI 48322 US"	"-83.358298"	"42.511573"
"199"	"33084.0"	"0.0"	"Week1"	"70"	"R"	"17.0"	"ORCHARD FOODS & GROCERY"	"28944 ORCHARD LAKE ROAD, FARMINGTON HILLS MI 48334 US"	"-83.358161"	"42.509342"
"1173"	""	""	"Week2"	"70"	"T"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"1174"	"50643.0"	"0.0"	"Week2"	"70"	"T"	"18.0"	"CIVIC CTR OFFICE PLA"	"25882 ORCHARD LAKE #, FARMINGTON HILLS MI 48336 US"	"-83.35715"	"42.484252"
"1175"	"99067.0"	"0.0"	"Week2"	"70"	"T"	"16.0"	"FARMINGTON HILLS-POLICE DEPT"	"31655 W. 11 MILE ROAD, FARMINGTON HILLS MI 48336 US"	"-83.360347"	"42.484071"
"1176"	"99067.0"	"5.0"	"Week2"	"70"	"T"	"17.0"	"FARMINGTON HILLS-CITY HALL"	"31555 W. 11 MILE ROAD, FARMINGTON HILLS MI 48336 US"	"-83.3591558"	"42.4839907"
"1177"	"73335.0"	"6.0"	"Week2"	"70"	"W"	"2.0"	"COMMUNITY FINANCIAL-NORTHVILLE"	"400 EAST MAIN ST, NORTHVILLE MI 48167 US"	"-83.479038"	"42.430995"
"1178"	"30679.0"	"0.0"	"Week2"	"70"	"T"	"9.0"	"MICHIGAN INSTITUTE OF OBGYN"	"30445 NORTHWESTERN HWY STE 140, FARMINGTON HILLS MI 48334 US"	"-83.327136"	"42.510447"
"1179"	"24363.0"	"0.0"	"Week2"	"70"	"T"	"8.0"	"BANGKOK HUNG"	"29528 NORTHWESTERN HWY, SOUTHFIELD MI 48034 US"	"-83.315363"	"42.505694"
"1180"	"50633.0"	"0.0"	"Week2"	"70"	"T"	"6.0"	"ALLEGRA PRINTING"	"28810 NORTHWESTERN HWY, SOUTHFIELD MI 48034 US"	"-83.305838"	"42.499864"
"1182"	"99067.0"	"2.0"	"Week2"	"70"	"T"	"13.0"	"FARMINGTON HILLS-COSTIC CENTER"	"28600 11 MILE ROAD, FARMINGTON HILLS MI 48336 US"	"-83.331718"	"42.488029"
"1183"	"33362.0"	"0.0"	"Week2"	"70"	"T"	"11.0"	"SWEET MAGNOLIA'S SOUTHERN COOK"	"29221 NORTHWESTERN HIGHWAY, SOUTHFIELD MI 48034 US"	"-83.312111"	"42.502044"
"1184"	"29223.0"	"0.0"	"Week2"	"70"	"W"	"23.0"	"BEE WAXED SALON"	"37590 6 MILE RD, LIVONIA MI 48152 US"	"-83.415447"	"42.4139895"
"1185"	"29128.0"	"0.0"	"Week2"	"70"	"W"	"12.0"	"COMMERCE CONTROLS INCORP"	"41069 VINCENTI CT, NOVI MI 48375 US"	"-83.449064"	"42.478564"
"1186"	"32877.0"	"0.0"	"Week2"	"70"	"W"	"10.0"	"THE 5TH OF NOVI"	"25750 NOVI RD STE 104, NOVI MI 48375 US"	"-83.474594"	"42.477245"
"1187"	"73335.0"	"11.0"	"Week2"	"70"	"W"	"8.0"	"COMMUNITY FINANCIAL-NOVI"	"23890 NOVI RD, NOVI MI 48375 US"	"-83.474067"	"42.464171"
"1191"	"99051.0"	"34.0"	"Week2"	"70"	"M"	"1.0"	"JET'S PIZZA MI-100"	"4082 W. MAPLE RD., BLOOMFIELD TWP MI 48301 US"	"-83.283839"	"42.545109"
"1192"	"26496.0"	"0.0"	"Week2"	"70"	"M"	"16.0"	"MICHIGAN SPINE & PAIN"	"6079 WEST MAPLE ST, WEST BLOOMFIELD MI 48322 US"	"-83.379496"	"42.541626"
"1193"	"32227.0"	"0.0"	"Week2"	"70"	"M"	"17.0"	"MYSTIQUE HAIR STUDIO"	"6079 W. MAPLE ROAD, WEST BLOOMFIELD MI 48322 US"	"-83.379496"	"42.541626"
"1194"	"29185.0"	"0.0"	"Week2"	"70"	"M"	"14.0"	"WEST MAPLE DENTAL GROUP"	"5813 W MAPLE RD, WEST BLOOMFIELD MI 48322 US"	"-83.366315"	"42.54215"
"1195"	"99179.0"	"0.0"	"Week2"	"70"	"T"	"2.0"	"ROAD COMMISSION OAKLAND COUNTY"	"31001 LAHSER ROAD, BEVERLY HILLS MI 48025 US"	"-83.263016"	"42.516606"
"1196"	"31589.0"	"1.0"	"Week2"	"70"	"M"	"10.0"	"SOLA SALONS"	"5642 W. MAPLE ROAD, WEST BLOOMFIELD MI 48322 US"	"-83.35796"	"42.544134"
"1198"	""	""	"Week2"	"70"	"R"	""	"Livonia Depot"	"31491 Glendale St, Livonia, MI 48150,  48150 US"	"-83.355225"	"42.376548"
"1205"	"50664.0"	"0.0"	"Week2"	"70"	"F"	"20.0"	"SITEONE LANDSCAPE SUPPLY, LLC"	"29820 W. EIGHT MILE, FARMINGTON HILLS MI 48333 US"	"-83.340247"	"42.442245"
"1206"	"99067.0"	"4.0"	"Week2"	"70"	"F"	"4.0"	"FARMINGTON HILLS-ICE ARENA"	"35500 EIGHT MILE RAD, FARMINGTON HILLS MI 48335 US"	"-83.395802"	"42.441458"
"1207"	"5395.0"	"0.0"	"Week2"	"70"	"F"	"2.0"	"HELLENIC BAKERY"	"33306 W. SEVEN MILE, LIVONIA MI 48152 US"	"-83.3740782"	"42.4263982"
"1208"	"50701.0"	"0.0"	"Week2"	"70"	"F"	"3.0"	"ELITE SWEETS"	"33471 W. EIGHT MILE, LIVONIA MI 48152 US"	"-83.377151"	"42.439946"
"1209"	"33207.0"	"0.0"	"Week2"	"70"	"F"	"7.0"	"KEN KEN SUSHI"	"38479 W. 10 MILE ROAD, FARMINGTON HILLS MI 48335 US"	"-83.426482"	"42.46765"
