""	"Acct #"	"Cust #"	"Week #"	"New Rt"	"New Delivery Day"	"New Stop"	"Customer Name"	"DisplayAddressFull"	"X_Longitude"	"Y_Latitude"
"1033"	"529998.0"	"0.0"	"Week1"	"7"	"M"	"1.0"	"KAATS WATER CONDITIONING"	"3227 3 MILE RD, WALKER MI 49534 US"	"-85.7495433"	"43.0168533"
"1034"	"515738.0"	"0.0"	"Week1"	"7"	"M"	"2.0"	"DIETRICH MACH REP, I"	"1790 BRISTOL RIDGE DR. NW, WALKER MI 49544 US"	"-85.714129"	"43.017208"
"1035"	"99104.0"	"11.0"	"Week2"	"7"	"M"	"2.0"	"AUNT MILLIE'S WALKER OUTLET"	"3738 NORTHRIDGE DR NW, GRAND RAPIDS MI 49544 US"	"-85.762989"	"43.025881"
"1036"	"533298.0"	"0.0"	"Week1"	"7"	"M"	"3.0"	"WMSHL"	"3003 WALKENT DR NW, GRAND RAPIDS MI 49544 US"	"-85.717522"	"43.018852"
"1037"	"533298.0"	"0.0"	"Week1"	"7"	"M"	"4.0"	"WMSHL"	"3003 WALKENT DR NW, GRAND RAPIDS MI 49544 US"	"-85.717522"	"43.018852"
"1038"	"533298.0"	"0.0"	"Week1"	"7"	"M"	"5.0"	"WMSHL"	"3003 WALKENT DR NW, GRAND RAPIDS MI 49544 US"	"-85.717522"	"43.018852"
"1039"	"533298.0"	"0.0"	"Week1"	"7"	"M"	"6.0"	"WMSHL"	"3003 WALKENT DR NW, GRAND RAPIDS MI 49544 US"	"-85.717522"	"43.018852"
"1040"	"533298.0"	"0.0"	"Week1"	"7"	"M"	"7.0"	"WMSHL"	"3003 WALKENT DR NW, GRAND RAPIDS MI 49544 US"	"-85.717522"	"43.018852"
"1041"	"99063.0"	"14.0"	"Week1"	"7"	"M"	"8.0"	"DTE ENERGY-WALKER"	"2689 WALKENT DRIVE NW, WALKER MI 49544 US"	"-85.721307"	"43.013604"
"1042"	"526653.0"	"0.0"	"Week1"	"7"	"M"	"9.0"	"MICHIGAN FAMILY RESOURCES"	"2626 WALKER AVE NW, WALKER MI 49544 US"	"-85.7211558"	"43.0119063"
"1043"	"528158.0"	"0.0"	"Week1"	"7"	"M"	"10.0"	"BISSELL"	"2345 WALKER AVE, WALKER MI 49544 US"	"-85.723918"	"43.007413"
"1044"	"532114.0"	"0.0"	"Week1"	"7"	"M"	"11.0"	"BIG APPLE BAGELS LAKE MI DR"	"2058 LAKE MICHIGAN DR, GRAND RAPIDS MI 49504 US"	"-85.719228"	"42.97085"
"1045"	"99059.0"	"5.0"	"Week1"	"7"	"M"	"12.0"	"MR BURGER #1"	"2101 LAKE MICHIGAN DR, GRAND RAPIDS MI 49504 US"	"-85.719827"	"42.971878"
"1046"	"99094.0"	"2.0"	"Week1"	"7"	"M"	"13.0"	"LMCU 70"	"2720 LAKE MICHIGAN DR NW, GRAND RAPIDS MI 49504 US"	"-85.735924"	"42.971384"
"1047"	"99061.0"	"334.0"	"Week1"	"7"	"M"	"14.0"	"SPT. FAMILY FARE FRONT 339"	"2755 LAKE MI DR. NW, GR. RAPIDS MI 49504 US"	"-85.735992"	"42.972554"
"1048"	"99035.0"	"71.0"	"Week4"	"7"	"M"	"14.0"	"INDEPENDENT BANK 525"	"4525 LAKE MICHIGAN DR, STANDALE MI 49534 US"	"-85.779585"	"42.972698"
"1049"	"99061.0"	"201.0"	"Week1"	"7"	"M"	"15.0"	"SPT FAMILY FARE-QUICK STOP 771"	"2755 LAKE MICHIGAN DR SUITE 77, GRAND RAPIDS, MI MI 49504 US"	"-85.735992"	"42.972554"
"1050"	"99161.0"	"334.0"	"Week1"	"7"	"M"	"16.0"	"SPT. FAMILY FARE 339 FIRST AID"	"2755 LAKE MI DR. NW, GR. RAPIDS MI 49504 US"	"-85.735992"	"42.972554"
"1051"	"499014.0"	"22.0"	"Week4"	"7"	"M"	"16.0"	"RX OPTICAL"	"4482 LAKE MICHIGAN N, STANDALE MI 49534 US"	"-85.77885"	"42.971808"
"1052"	"99161.0"	"201.0"	"Week1"	"7"	"M"	"17.0"	"SPT FAMILY FARE #771 FIRST AID"	"2755 LAKE MICHIGAN DR suite 77, GRAND RAPIDS, MI MI 49504 US"	"-85.735992"	"42.972554"
"1053"	"27828.0"	"12.0"	"Week1"	"7"	"M"	"18.0"	"WESTSIDE SOCIAL"	"2802 LAKE MICHIGAN DRIVE, GRAND RAPIDS MI 49504 US"	"-85.737498"	"42.971411"
"1054"	"27828.0"	"12.0"	"Week1"	"7"	"M"	"19.0"	"WESTSIDE SOCIAL"	"2802 LAKE MICHIGAN DRIVE, GRAND RAPIDS MI 49504 US"	"-85.737498"	"42.971411"
"1055"	"531660.0"	"0.0"	"Week2"	"7"	"M"	"19.0"	"LAKE MICHIGAN SPORTS BAR"	"4072 LAKE MICHIGAN DRIVE, WALKER MI 49534 US"	"-85.768125"	"42.971883"
"1056"	"521739.0"	"0.0"	"Week1"	"7"	"M"	"20.0"	"SICILIANOS MARKET"	"2840 LAKE MICHIGAN DR N.W., GRAND RAPIDS MI 49504 US"	"-85.737826"	"42.97149"
